,id,M,A,stage,zscore,p.value,fdr
293,RLTR1,0.339277966421165,6.87786107682114,8cell,1.80587779725949,0.0709374299075617,0.0872245853220226
294,RLTR13A2,0.1378276858842,9.47047507112364,8cell,1.80179484966774,0.07157768836044,0.0878902830834684
295,X7C_LINE,0.272847872416073,7.49666823677513,8cell,1.79967456106901,0.0719120401890928,0.0881790396249704
296,RMER19B,0.0248504769830258,14.3667549436516,8cell,1.77408289272524,0.0760494400511883,0.0929958077104627
297,RLTR20A2B_MM,0.113633971422177,9.96361409545204,8cell,1.76240704994119,0.0780005483626955,0.0952506696352147
298,LTR45,0.686187505094371,4.74592654816484,8cell,1.74456045568315,0.081061409323933,0.0988526651426289
299,LTR102_Mam,0.188061590210023,8.30574297162046,8cell,1.64192543836207,0.100605457250726,0.121684695912783
300,LTR108e_Mam,0.539689725018629,5.19615871138938,8cell,1.60381477006788,0.108754887911175,0.131362901294883
301,RLTR19-int,0.0493282148739513,12.0244472071665,8cell,1.56288595531856,0.118079421681418,0.141854872803758
302,MLT1M,0.145054714335795,8.90635815489019,8cell,1.55951379778635,0.118874821446063,0.142408332769952
303,LTR58,1.12738579695069,2.98863996174996,8cell,1.55889730813452,0.119020687568137,0.142408332769952
304,MLT1A1-int,0.189857836376516,8.08463955967977,8cell,1.53533022653502,0.124702733016125,0.149006357058246
305,MER92C,0.302436099773695,6.73678946243039,8cell,1.53296688255354,0.125284014955631,0.149499985631619
306,LTR41C,0.154751594246425,8.55753198826896,8cell,1.4743051693762,0.140399443972467,0.16686511456086
307,MER90,0.147368687171469,8.67679311315918,8cell,1.46321635425688,0.143408187148494,0.17021345577438
308,UCON49,0.449814061264777,5.40689059560852,8cell,1.43800859573831,0.150431615243975,0.178074175701589
309,RLTR14,0.0420334285681576,12.1956306460673,8cell,1.41318904392914,0.157600147069794,0.185571563900725
310,LTR88a,0.277673286228851,6.72075885781424,8cell,1.39965300191445,0.161617253997072,0.18954846807836
311,MER49,0.841843530632129,3.4351823597917,8cell,1.35890062389197,0.174178081141585,0.203423031044513
312,MLT1F1-int,0.233769063353307,7.07471479502837,8cell,1.33213866566551,0.182814626697999,0.212725396772934
313,RMER5,0.0230433163508257,13.7202807599802,8cell,1.31451460436349,0.18867308666841,0.218687960595862
314,MamGypLTR1b,0.17276164142345,7.90885409380343,8cell,1.31450359408348,0.188676789400479,0.218687960595862
315,MamRep605b,0.113008098002116,9.03736342666144,8cell,1.27141075809258,0.203582557358542,0.234740458484752
316,CR1-13_AMi,0.515268004494109,4.64960400919364,8cell,1.26700515368866,0.205153447114433,0.236245355550169
317,LTR72_RN,0.0641335017235699,10.6426085327265,8cell,1.25860903793384,0.208171580941238,0.239035397397304
318,UCON51,0.404142790554029,5.26178097802851,8cell,1.2286326601912,0.219209564387129,0.250956854817711
319,LTR77,0.432597713296736,5.06464150847248,8cell,1.22828435157867,0.219340243187133,0.250956854817711
320,MLT1G3-int,0.251501806013791,6.57169160699491,8cell,1.20389989193406,0.228628273575507,0.260912111949456
321,MER110-int,0.329642202345503,5.72431628386528,8cell,1.17638301439616,0.239441856155262,0.271509961890341
322,LTR48,0.0808083419382679,9.77004698760996,8cell,1.17197297411016,0.241207906832274,0.273164113597314
323,HUERS-P3b-int,1.03131590218439,2.29248125036058,8cell,1.12035147357348,0.262564015215604,0.29621752478004
324,RLTR20B4_MM,0.0737191372192014,9.84700376865108,8cell,1.09805858770132,0.272178907008339,0.306675599911804
325,RNLTR23,0.760974573192403,2.95344529780426,8cell,1.039483897253,0.298579743257474,0.333883511642635
326,MER87,0.277561597393802,5.84674347874966,8cell,1.03345724847154,0.301389967366201,0.336602614307227
327,LTR85a,0.110315429419305,8.37625565976673,8cell,0.986967932554887,0.32365835934525,0.359216331408149
328,MLT1I-int,0.236752739286701,6.03773957474401,8cell,0.941837654139702,0.346275763797461,0.382884519920327
329,MER34B-int,0.217554517445513,6.21861595051974,8cell,0.921454470636858,0.356813201291182,0.393556992491143
330,MER65D,0.162265736459948,7.00805591911026,8cell,0.903557864875293,0.366229892109353,0.402943532283682
331,RLTR20D,0.0415781086352488,10.771859078193,8cell,0.853349655745453,0.393465431051807,0.4297183884583
332,MER34A,0.0551684071525451,9.92193369660063,8cell,0.843362971621402,0.399025474280307,0.434361544899942
333,LTR81AB,0.188510462922091,6.36140376558477,8cell,0.838944168595582,0.401500640605694,0.436349718213279
334,MamRTE2,0.431344093994319,3.74592654816484,8cell,0.775446562497023,0.438075830251271,0.4743598210638
335,RLTR30,0.0508047188911235,9.78575689940827,8cell,0.740849811394676,0.458784509152023,0.496179353571956
336,L1M3d,0.0918233529540724,7.88406631088164,8cell,0.692686316818846,0.488506427945853,0.527041522383329
337,LTR59,0.585300503781374,2.5,8cell,0.683244538475104,0.494452333392268,0.532809847740274
338,LTR90B,0.135737428340676,6.46435170959668,8cell,0.626026211681975,0.531297748923984,0.571129019097245
339,MLTR31A_MM,0.0457928522352143,9.58931054434845,8cell,0.623812405076104,0.532750791856747,0.571999340532184
340,LTR87,0.0656995141995704,8.53274488272405,8cell,0.620559583987828,0.534889438711641,0.572548259245456
341,MLT1G1-int,0.141332248593625,6.32034841878505,8cell,0.620096654545035,0.535194154592772,0.572548259245456
342,LTR40A1,0.10414618766941,7.11834346691461,8cell,0.602521579351997,0.546827003339347,0.583515603286104
343,RLTR13B4,0.036194337453737,10.1635570074786,8cell,0.601638060904365,0.5474150878972,0.583515603286104
344,L1M2b,0.262270275295734,4.33088904888599,8cell,0.577461216549531,0.563627930792038,0.60007812032829
345,RLTR18B,0.0222663417763047,11.3369003815746,8cell,0.555867056160133,0.578301740628052,0.614964410787486
